1.0,1410835761.txt,"""Read Bingley's useful knowledge, Jocular Tenures, Pyle, much interrupted by Justice business'.""",12,,Byron's Letters and Journals
1.0,1521942455.txt,"""[Sunday] Short's Serm. Heard Buckley. Lancaster &c &C. [...].""",9,,Byron's Letters and Journals
1.0,34755032.txt,"""I am now in the middle of G's """"""""Aristotle"""""""", which gives me great delight'""",14,,Byron's Letters and Journals
1.0,1656241952.txt,"""""""""""The Jap Times and Advertiser"""""""" held a slogan competition.'""",9,,Byron's Letters and Journals
1.0,593745240.txt,"""Byron to John Murray, 3 August 1814: 'I see advertisements of Lara & Jacqueline -- pray why? when I requested you to postpone publication till my return to town.'""",29,,Byron's Letters and Journals
1.0,755533611.txt,"""Friday Feb. 11th. [...] Begin La Cisma de Ingalaterra de Calderon della Barca [...] In the Evening read [...] the second part of Paine's Rights of Man [goes on to comment on this].'""",33,,Byron's Letters and Journals
1.0,1647317116.txt,"""[Letter from Johnson to Boswell]  I have at last sent back Lord Hailes's sheets, I never think about returning them, because I alter nothing. You will see that I might as well have kept them. However, I am ashamed of my delay; and if I have the honour of receiving any more, promise punctually to return them by the next post'.""",61,,Byron's Letters and Journals
1.0,1114634343.txt,"""At night home to supper, weary and my eyes sore with writing and reading - and to bed.'""",18,,Diary of Lady Margaret Hoby
1.0,1224600159.txt,"""S. finishes the plays of Aeschylus - finishes the Hist. of Caubul - writes - reads three chap. of Gibbon aloud'""",21,,Diary of Lady Margaret Hoby
1.0,841601852.txt,"""Eric, - oh my dear Harrie I have always been meaning to read it,& never have. You see I was out of the house at Heidelberg when Marianne & Julia read it'.""",32,,Early Days
1.0,1698049209.txt,"""I keep the two books a little longer. """"""""Shakespeare"""""""" is good.'""",11,,"Emma Darwin: A Century of Family Letters, 1792-1896"
1.0,1731030903.txt,"""Looked over the first Vol. of the """"""""Tatlers""""""""...'""",8,,"Emma Darwin: A Century of Family Letters, 1792-1896"
1.0,1354644327.txt,"""The catholics have lost their bill once more [they] shoud when one beholds the following sacred humbugs [...] From """"""""Nugents Travels"""""""" [1768][Clare quotes list of relics quoted from Nugents by Stamford Mercury]'""",32,,"Emma Darwin: A Century of Family Letters, 1792-1896"
1.0,1420201719.txt,"""Finished reading """"""""Bengal Lancer"""""""" by F. Yeats-Brown. A pleasant book - by a likeable fellow. It's a pity he merely whets our appetite for a feast of yoga - but cannot satisfy it.'""",33,,"Emma Darwin: A Century of Family Letters, 1792-1896"
1.0,2098518127.txt,"""In afternoon, the trance-teaching, and the reading of """"""""Marmion"""""""" with companions...'""",11,,Extracts from the Diary of a Lover of Literature.
1.0,166221188.txt,"""Afterwards, when upstairs, Mrs Montagu's """"""""Letters"""""""" which I think very highly of.'""",12,,Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852
1.0,1289128238.txt,"""S. visits the galleries - writes - reads Spinosa - Clarendon aloud'""",12,,Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852
1.0,484208840.txt,"""and after reed and praied, and then I went to dinner'""",11,,Extracts of the Journals and Correspondence of Miss Berry From the Year 1783 to 1852
1.0,279375634.txt,"""Mr T.[aaffe] in the evening - read his notes to Dante'""",11,,Extracts of the Journals and Correspondence of Miss Berry From the Year 1783 to 1852
1.0,517728904.txt,"""Finished a cursory perusal of Burke on the """"""""Sublime and Beautiful""""""""...'""",11,,Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852
1.0,1626888870.txt,"""So to bed, with my mind cheery upon it; and lay long reading Hobbs his """"""""liberty and necessity"""""""", and a little but a very shrewd piece.'""",26,,Extracts of the Journals and Correspondence of Miss Berry From the Year 1783 to 1852
1.0,1677431324.txt,"""Sent last night to WM a Basket... after that amused myself by reading in the Spectator the account of Sir Roger de Coverley, It really is an entertaining description of the old knight.'""",33,,Extracts of the Journals and Correspondence of Miss Berry From the Year 1783 to 1852
1.0,507228093.txt,"""Read the First of Alison's """"""""Two Essays on the Nature and Principles of Taste"""""""".  Taste, he defines, That faculty by which we perceive and enjoy whatever is sublime and beautiful...'""",30,,Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852
1.0,819708798.txt,"""Whenever I read Milton's description of paradise - the happiness, which he so poetically describes fills me with benevolent satisfaction - yet, I cannot help viewing them, I mean the first pair - as if they were my inferiors - inferiors because they could find happiness in a world like this.'""",51,,Extracts of the Journals and Correspondence of Miss Berry From the Year 1783 to 1852
1.0,1854910526.txt,"""After reading """"""""Living Alone"""""""" in 1923, Winifred wrote Stella a letter of appreciation.  When no answer arrived she concluded that Stella Benson, like so many authors, put her """"""""fan mail"""""""" in the wastepaper basket, but months afterwards a reply came from South China.' """,44,,Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852
1.0,1756316463.txt,"""It was about this time that I first met with Milton's """"""""Paradise Lost"""""""", in a thick volume with engravings and copious notes, probably a copy of Bishop Newton's edition of that noble poem. I found it, however, little better than """"""""a sealed book"""""""". Its versification puzzled me, while the loftiness of its subjects confused my understanding.'""",56,,Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852
1.0,1516615898.txt,"""Henry Mayhew interviews 'educated' costermongers who read fiction aloud to groups of costermongers in the courts they inhabit; long account of the comments made by illiterate costermongers when cheap serials are read to them, comments on the story lines they like, characters and illustrations; reading of G.W.M. Reynolds's """"""""Mysteries"""""""" and Edward Lloyd's penny bloods""",54,,Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852
1.0,1920893132.txt,""" [Sitwell said] 'I used to read """"""""The Rape of the Lock"""""""" at night under the bedclothes by the light of a candle. It's a wonder I didn't set myself on fire. I had memorized it by the time I was twelve'""",42,,Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852
1.0,1596981888.txt,"""... [Oscar] Wilde used the provincial [lecture] tour to educate himself in German: he """"""""beguiled the tedium of the journeys ... by studying that language with a copy of the Reise-Bilder and a little pocket dictionary"""""""".'""",36,,Extracts of the Journals and Correspondence of Miss Berry From the Year 1783 to 1852
1.0,1847242006.txt,""" 'I don’t think I have concealed from you my opinion that """"""""Fortitude"""""""" and """"""""The Duchess"""""""" [The Duchess of Wrexe] are not on a level with the other three. [Mr Perrin and Mr Traill (1911), The Dark Forest (1916) and The Green Mirror (1918)].  But this unlevelness does not worry me in the least.  It is constantly found in the greatest novelists, and is natural & inevitable.'""",67,,Extracts of the Journals and Correspondence of Miss Berry From the Year 1783 to 1852
1.0,1635713703.txt,"""Mr Hope' to Mary Berry: 'Your preface [to her edition of the Letters of Madame du Deffand] I devoured the moment I got it.  I have since not [italics]despatched[end italics], but finished your life [of Madame du Deffand], with the highest relish for its ease of style [...] I now feast upon your notes, and a delightful treat they are [...] No matter what, I read all out to Louisa, who owes you the whole of the few moments of enjoyment she feels at this period of anxious expectation'.""",89,,Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852
1.0,1379780066.txt,"""In the even read part of Derham's """"""""Physico-Theology"""""""".'""",8,,"Gabriel Harvey: His Life, Marginalia and Library"
1.0,1399970592.txt,"""I am obliged for your letter and the enclosures.  I return all the latter, together with my report and adjudication.  . . . In my opinion the three best contributions, in order of merit, are: 1. Tommy Fiddler By “Muda” [may have been Lapage]  2. From Bondage By “Cinna” [Geoffrey Bullough] 3.  The Best Policy  By Kate Simmonds.""",58,,"Gabriel Harvey: His Life, Marginalia and Library"
1.0,1030641287.txt,"""[A friend] one day desired to be allowed to see and criticise the first chapter of my [Harriet Martineau's] """"""""Retrospect of Western Travel.""""""""  I gave him the MS. at night; and in the morning he produced it, covered with pencil marks.'  """,42,,Harriet Martineau's Autobiography
1.0,1132389422.txt,"""[ALLUSION] I leant my back against an aik, I thought it was a trusty tree, but first it bent and syne it lost the “ Spirit of Springtime”, and so did Prof. Sidney Colvin, Trin. College., to me.""",38,,Harriet Martineau's Autobiography
1.0,156439954.txt,"""We rushed here for ten days on Monday; & last night your letter & Macmillan's Mag. followed us, and was received with a hearty greeting. 'We' are Meta, & Julia - for whose benefit we are come, as she has outgrown her strength - six inches in the last twelve months. - We are delighted with [italics] our [end italics] type, & that we don't print in double columns which is so trying to the eyes; we put the page of the Virginians by a page of Macmillan last night & you can't think how much more legible [italics] ours [end italics] was.'""",103,,Harriet Martineau's Autobiography
1.0,1459181022.txt,"""Drew my chair to the door, sat down in the sun, and spent an hour or two in reading the """"""""Merry Wives of Windsor"""""""". Thank God for Shakespeare at any rate. Baron Lefroy cannot sentence Shakespeare to death, nor so much as mulct him for damages, though I am told he deserves it for defamation of character, in the case of Sir John Falstaff.'""",64,,Harriet Martineau's Autobiography
1.0,1471658689.txt,"""My habits have been so much deranged by change of place, that I have not yet got rightly settled to my studies. I have read little since I saw you: and of that little, I doubt, I have not made the best use. Have you seen Playfairs introductory essay in the Encyclopedia? I am sure you will like it. It is distinguished for its elegance & perspicuity. I perused it some weeks ago, and thought it greatly preferable to Stewarts. Indeed I have often told you, that I am somewhat displeased with myself because I cannot admire this great philosopher, half as much as many critics do. He is so very stately - so transcendental - and withal so unintelligible, that I cannot look upon him with the needful veneration. I was reading the second volume of his """"""""Philosophy of the human mind"""""""", lately. It is principally devoted to the consideration of Reason. The greater part of the book is taken up with statements of the opinions of others; and it often required all my penetration to discover what the Author's own views of the matter were. He talks much about Analysis & Mathematics, and disports him very pleasantly upon geometrical reasoning; but leaves what is to me the principal difficulty, untouched. Tell me if you have read it.'""",219,,Harriet Martineau's Autobiography
1.0,1588459415.txt,"""The writer [Ford Madox Ford] never saw Conrad read any book of memoirs except those of Maxime Ducamp and the Correspondence of Flaubert; those we read daily together over a space of years. But somewhere in the past Conrad had read every imaginable and unimaginable volume of politician's memoirs, Mme de Campan, the Duc d'Audiffret Pasquier, Benjamin Constant, Karoline Bauer, Sir Horace Rumbold, Napoleon the Great, Napoleon III, Benjamin Franklin, Assheton Smith, Pitt, Chatham, Palmerston, Parnell,The late Queen Victoria, Dilke, Morley [...] There was no memoir of all these that he had missed or forgotten&mdash;down to """"""""Il Principe"""""""" or the letters of Thomas Cromwell. He could sugddenly produce an incident from the life of Lord Shaftesbury and work it into """"""""Nostromo"""""""" [...].'""",122,,Harriet Martineau's Autobiography
1.0,1455207093.txt,"""I likewise turned into Charles Bossut's Mecanique - to study his demonstration of pendulums, and his doctrine of forces.  The text is often tediously explanatory - & in the notes, it is but a dim hallucination of the truth that I can obtain thro' the medium of integrals & differentials by which he communicates it.'""",55,,Harriet Martineau's Autobiography with Memorials by Maria Weston Chapman
1.0,479737302.txt,"""Melville is a terribly dull book: I do not think it will take so well as Knox'.""",17,,Henry James: Letters
1.0,336291936.txt,"""then I went to priuatt prairs and medetation and readinge'""",10,,Henry James: Letters
1.0,71808439.txt,"""Mr Swan's note was extremely good.'""",6,,Henry James: Letters
1.0,490170894.txt,"""copied out the Lives of some saints from Mrs Jameson'.""",10,,Henry James: Letters
1.0,794455163.txt,"""[ALLUSION] We both agree we would rather go without 'L'Allegro'""",10,,Henry James: Letters
1.0,435736768.txt,"""Mary Berry, Journal, 19 November 1807: 'After dinner read aloud some of Madame du Deffand's letters.'""",16,,Henry James: Letters
1.0,376989333.txt,"""To Jane Whene'er I see those smiling eyes... [the 'transcript' does not follow the original to the letter]""",18,,Henry James: Letters
1.0,1538643031.txt,"""Read Hamlet'""",2,,Henry James: Letters
1.0,426215623.txt,"""Read 'The Adventures of Six Days'. 1 hour. Bed 11.""",10,,Henry James: Letters
1.0,543656440.txt,"""Read Kipling's """"""""Diversities"""""""", Steevens' """"""""India"""""""", Wells """"""""War [?of the Worlds]"""""""" """"""""Dynamiter"""""""" and a little Graham Wallas and Metchnikhoff, but with fatigue and unease.'""",23,,Henry James: Letters
1.0,211652762.txt,"""[OWNERSHIP] The unbound 3 vol (not the bound 2 vol) Moliere might also be kept back from the sale; and de Musset's Comedies, and Hazlitt's Table Talk""",27,,Henry James: Letters
1.0,2061686004.txt,"""And you never will persuade the people who don?t matter that the close of the 'Comet' is not profoundly immoral.'""",20,,Henry James: Letters
1.0,366491806.txt,"""An article in """"""""The Syonan Sinbun"""""""" headed """"""""Red Cross Says Syonan Prisoners Well-Treated"""""""" reports that the International Red Cross representative in Tokyo has told Geneva: """"""""The representative of the International Red Cross in Syonan is satisfactorily carrying on HIS ASSIGNED DUTIES"""""""" - which is quite true, but they do not include an inspection report!'""",54,,Henry James: Letters
1.0,2130689711.txt,"""At other times, I dragged a folio volume of the """"""""Penny Cyclopaedia"""""""" up to the studywith me, and sat there reading successive articles on such subjects as Parrots, Parthians, Passion-flowers, Passover and Pastry, without any invidious preferences, all information being equally welcome, and equally fugitive.'""",45,,Henry James: Letters
1.0,659298650.txt,"""[Dr Johnson] used to mention Harry Fielding's behaviour to her [his sister Sarah] as a melancholy instance of narrowness; while she read only English Books, and made English Verses it seems, he fondled her Fancy, & encourag'd her Genius, but as soon [as] he perceived She once read Virgil, Farewell to Fondness...'""",52,,Henry James: Letters
1.0,577500121.txt,"""It is very curious her [Ford's daughter's] coquettish mischievousness. If you shew her a letter she will always say it wrong: but when she is sitting on the bed in the morning with a newspaper & thinks no one is noticing her, she prattles on about B for Bodog's; P for Piggy & points to the right letters.'""",58,,Henry James: Letters
1.0,1586812807.txt,"""After a long time, I felt impelled to read through this book again in the hopes of finding some clues.' [AW has fallen for a young man, after a long time feeling 'immune' to sex]""",35,,Henry James: Letters
1.0,696054966.txt,""" [letter from Johnson to Boswell] Dr. Blair is printing some sermons. If they are all like the first, which I have read, they are [italics] sermones aurei, ac auro magis aurei [end italics]. It is excellently written both as to doctrine and language.'""",44,,Henry James: Letters
1.0,1597016585.txt,"""Byron to John Hanson, 11 July 1815: 'Dear Sir -- I have called about my Will -- which I hope is nearly ready. -- I also wish to have the robe and sword sent up to my house -- and the Pedigree this last must be looked for immediately -- I recollect perfectly seeing it at your house -- and trust that it is not lost or mislaid -- as it is not only a document of importance but beautiful and valuable as a piece of work from the inlaid engravings upon it.' """,94,,Henry James: Letters
1.0,737051528.txt,"""[Betsey Wynne:] We read this evening """"""""Les Femmes Savantes"""""""" and """"""""Les Precieuses Ridicules"""""""" of the Theatre of Moliere. I thought I should die from laughing in hearing the latter piece which is as amusing as it is possible to be. [Eugenia Wynne] Mr de Regis read to us and made all the possible faces for Mascarille. I find that France has made a great loss when Moliere died. It is said that he died during an acting of """"""""Le Malade Imaginaire"""""""", one of his own pieces for in straining to make himself appear the more natural he burst a vein in his chest and died a few hours after. It is wearying that such a superior talent as that which was possessed by Moliere should not be immortal. Excellent author! better poet! Who has more glorified the amiable Thalia? What more can one desire?'.""",144,,Henry James: Letters
1.0,585132129.txt,"""[during his three years as a London apprentice castor-maker] I was mightily addicted to reading and Study; and tho' I was then engaged in a laborious trade and not allowed time for such Imployments of the Brain; yet I was so intent on my Study, that abridged myself of my Sleep and Rest. For after having wrought hard all day, from Five or Six in the Morning, till Ten or Eleven at Night, it was frequent with me to sit up two or three Hours reading'.""",86,,Henry James: Letters
1.0,196193024.txt,"""In the old solitary years, a long time ago, by the shores of Canadian rapids, on the edge of West Indian swamps, his Virgil had been an inestimable solace to him...The book was a Delphin edition of 1798, which had followed him in all his wanderings; ther was a great scratch on the sheep-skin cover that a thorn had made in a forest of Alabama.'""",65,,Henry James: Letters
1.0,186790925.txt,"""indiscriminate reading brought... liberation to Chartist Robert Lowery. A prolonged illness gave him the opportunity to work through a bookseller's entire circulating library and much else besides... Where a prescribed reading list might have reflected the biases of the compiler, improvisational reading offered him a broad """"""""general knowledge of history,... poetry and imaginative literature."""""""" The very fact that """"""""I read without any order or method"""""""" forced his mind to exercise """"""""A ready power of arranging the information this desultory reading presented"""""""". It inspired him to write poetry and fiction.'""",89,,Henry James: Letters
1.0,1945023410.txt,"""Even before [Chaim Lewis] discovered the English novelists, he was introduced to Tolstoy, Dostoevsky, Turgenev and Pushkin by a Russian revolutionary rag merchant who studied Dickens in the Whitechapel Public Library and read aloud from Man and Superman. Another friend - the son of a widowed mother, who left school at fourteen - exposed him to Egyptology, Greek architecture, Scott, Smollett, the British Musuem and Prescott's History of the Conquest of Peru'.""",72,,Henry James: Letters
1.0,1486467237.txt,"""[Francis] Wrangham was ... in the habit of reading MS verses to his friends: C[oleridge] heard his """"""""Brutoniad"""""""" in Sept. 1794.' """,22,,Jail Journal
1.0,80719229.txt,"""I often found peace in the pages of Ecclesiastes or Isaiah, or in the writings of men whom Barry has described as the heralds of revolt - John Inglesant, George Eliot, Carlyle, Heine, Loti, Nietzsche, etc. But in time even literature palls.'""",42,,Jane Austen's Letters
1.0,1699461517.txt,"""Henry James to George Pellew, 23 June 1883: 'I found your thin red book [on Jane Austen] on my table when I came in late last night.  I read it this morning before I left my pillow -- read it with much entertainment and profit.'""",45,,Joseph Conrad: A Personal Remembrance
1.0,1645520493.txt,"""In Byron's Journal (14 November 1813-19 April 1814), 17 November 1813, on his and Lady Oxford's shared enthusiasm for Lucretius: '[Lady Oxford] is an adept in the text of the original (which I like too); and when that booby Bus[by] sent his translating prospectus, she subscribed.  But, the devil prompting him to add a specimen, she transmitted to him a subsequent answer, saying that, """"""""after perusing it, her conscience would not permit her to remain on the list of subscribers.""""""""'""",80,,Joseph Conrad: A Personal Remembrance
1.0,369222185.txt,"""Yesterday hard work on """"""""Frederick""""""""'""",5,,Journals of Dorothy Wordsworth
1.0,1893128448.txt,"""Observe accident in """"""""Times"""""""" of June 17th, caused by caterpillar, Bombyx processionea of Reaumur.'""",14,,Journals of Dorothy Wordsworth
1.0,1664832226.txt,"""Dorothy Wordsworth's Grasmere Journal, Sunday 1 June 1800: ' ... a sweet mild morning.  Read Ballads; went to church.'""",19,,Journals of Dorothy Wordsworth
1.0,742409004.txt,"""Have you read Macaulay's Lays? they are very much liked. I have read some but I abor all Grecian and Roman subjects'.""",22,,Letters of Arnold Bennett Vol.III 1916 -1931
1.0,503981832.txt,"""I have read since last October a good deal of the history relating to the East...: not much of books not connected with India [but included] ... Jefferson on Virginia ...'""",31,,Letters of Arnold Bennett Vol.III 1916 -1931
1.0,759000705.txt,"""Read 33rd Canto of Ariosto - Livy - Horace & The Magnetick lady - S reads Aristophanes & Anarcharsis - & Hume's England aloud in the evening after our walk.'""",30,,Letters of Arnold Bennett Vol.III 1916 -1931
1.0,761637210.txt,"""Read, by chance, looking for Botany, the entry of 12th June last year - the trials of the just and scourges of the Sinner! I seem to catch both, just now.'""",31,,Letters of Arnold Bennett Vol.III 1916 -1931
1.0,642936684.txt,"""I have been reading aloud Beauvilliers book of Cookery. I find as I suspected that garlic is power; not in its despotic shape but exercised with the geatest discretion'.""",29,,Letters of Arnold Bennett Vol.III 1916 -1931
1.0,794361999.txt,"""I was at it till past 2 a-clock on Monday morning, and then read my vows and to bed'""",19,,Letters of Arnold Bennett Vol.III 1916 -1931
1.0,630145947.txt,"""I have begun DEMIGODS which is the provisional title of the Ney book and what with reading up for it and worrying over it I am fair moidert'.""",28,,Letters of Arnold Bennett Vol.III 1916 -1931
1.0,767370779.txt,"""My Eldest Brother -  a warm admirer of it in general.  - Delighted with the Portsmouth scene.'""",17,,Letters of Arnold Bennett Vol.III 1916 -1931
1.0,500149618.txt,"""He [Leslie Stephen's brother] wrote articles for the Pall Mall Gazette all the way out to India; enough, he says, to pay his passage; and some of them were amongst the best things of his I have ever seen.'""",39,,Letters of Arnold Bennett Vol.III 1916 -1931
1.0,1832941579.txt,"""Finished the last """"""""Tales of My Landlord"""""""" of which the fourth volume is the worst. I think Walter Scott has the peculiar art of growing worse and worse yet preserving his popularity. One poem after another was worse than the former; just so his tales and every volume of every tale continues in a similar climax of deterioration.'""",58,,Letters of Arnold Bennett Vol.III 1916 -1931
1.0,1806750546.txt,"""At noon my physic having done working, I went down to dinner. And then he [Mr Creede] and I up again and spent the most of the afternoon reading in Cicero and other books and in good discourse, and then he went away'""",43,,Letters of Arnold Bennett Vol.III 1916 -1931
