1.0,1626181089.txt,"""Harriet Martineau, Journal, [?6] January 1838: 'Read, in Blackwood, article on Mademoiselle Gautier, a devotee, -- much like other devotees, whose tales are, however, very instructive.'"""
1.0,1852971904.txt,"""With little formal education, William Farish acquired basic literacy and political knowledge by reading newspapers to Newtown weavers. (Their favourite was the tri-weekly Evening Mail, a condensation of The Times).'"""
1.0,841601852.txt,"""Eric, - oh my dear Harrie I have always been meaning to read it,& never have. You see I was out of the house at Heidelberg when Marianne & Julia read it'."""
1.0,1850680587.txt,"""Read Wilkins and Visconti on the Elgin marbles. Wilkins' assertions that Visconti does not think the relievos on the frieze and the metopes to be the work of Phillias not correct [...]'"""
1.0,539694680.txt,"""Have done some Plato - some Pliny - looked for Genus Chara (in Freshwater basin of Paris) everywhere and couldn't find it - and a little bit of Rio.'"""
1.0,1269196917.txt,"""Byron to John Cam Hobhouse, 30 September 1818: """"""""' saw the other day by accident your """"""""Historical &c."""""""" -- the Essay [on Italian literature, actually by Ugo Foscolo] is perfect ...'"""
1.0,351181593.txt,"""Bed at 12. Read and smoked till then. Very cold — frozen in bed. """"""""B"""""""" Flt came back from break.'"""
1.0,155941407.txt,"""One day when Barnholt was desperate for a new story I recommended Esther as being as good as the """"""""Arabian Knights""""""""...he...seized the Bible, and soon became absorbed in the plot.'"""
1.0,716660611.txt,"""I have been reading and enjoying Sydney Smith's 'Moral Philosophy', which Mrs Smith sent me this winter, and I find it a delightful book.'"""
1.0,141334559.txt,"""Her encouragement even prevailed upon us to read the newspapers, which were then quite unusual adjuncts to teaching in girls' private schools.'"""
1.0,1846698875.txt,"""For Hugh Walpole ... Scott was a lifelong passion ... from a subscription library in Durham he proceeded to read all of Scott, who influenced his own first writings.'"""
1.0,1420201719.txt,"""Finished reading """"""""Bengal Lancer"""""""" by F. Yeats-Brown. A pleasant book - by a likeable fellow. It's a pity he merely whets our appetite for a feast of yoga - but cannot satisfy it.'"""
1.0,209682355.txt,"""The papers are eagerly read, of course, and small groups constantly gather outside the newspaper offices to read the cablegrams which are also put up for passers-by to see.'"""
1.0,79740994.txt,"""I had the good Fortune to divert him [Lord Galway] with my comical stuff so well that he left me a Task, which was, to translate a [italics] French Chanson a boire [end italics].'"""
1.0,1564163716.txt,"""Dorothy Wordsworth's Grasmere Journal, Tuesday 23 February, 1802: 'Darkish when we reached home [from walk] ... William now reading in Bishop Hall ...'"""
1.0,989451803.txt,"""Sam. Jenner drank tea with me, and to whom in the evening I read two of Tillotson's sermons.'  """
1.0,247344206.txt,"""we set out on an enquiring expedition, first to yr pastry cook's, where I got a dictionary, and found my words'"""
1.0,609448480.txt,"""Began Dalrymple's """"""""Memoirs of Great Britain and Ireland""""""""; and read the two introductory sections, containing a masterly review of our political affairs...'"""
1.0,1314982199.txt,"""Reading Darwin's [book] I wish I had loved objective things and looked at them when I was a child instead of feeding always on books and fancy'."""
1.0,1382583609.txt,"""Byron's Ravenna Journal (4 January-27 February 1821), 6 January 1821: 'Read Spence's Anecdotes ... Corrected blunders in nine apophthegms of Bacon -- all historical -- and read Mitford's Greece.'"""
1.0,1875808409.txt,"""I went to town with Miss Greaves and read the English papers to the 16 August, which had just arrived...'"""
1.0,453969823.txt,"""And so in to solace myself with my wife, whom I got to read to me, and so W. Hewer and the boy'"""
1.0,2088104838.txt,"""Sunday, 19 June 1937, during holiday to Scotland and Border country: 'I have been reading translations of Greek verse, and thinking idly.'"""
1.0,1688849784.txt,"""""""""""I had often read Bunyan's Pilgrim's Progress"""""""", recalled [...] William Brown, """"""""and considered myself like the apostate in the iron cage, and drew my own conclusions"""""""".'"""
1.0,981151777.txt,"""From Tennyson's journal of 1855: 'October 1st. [...] I read """"""""Maud"""""""" to five or six people at the Brownings (on Sept. 28th).'"""
1.0,742409004.txt,"""Have you read Macaulay's Lays? they are very much liked. I have read some but I abor all Grecian and Roman subjects'."""
1.0,1503147711.txt,"""I think Mrs Hall's book beautiful, but am not in love with her dedicatory letter [to Mary Russell Mitford]. It is meagre.'"""
1.0,503981832.txt,"""I have read since last October a good deal of the history relating to the East...: not much of books not connected with India [but included] ... Jefferson on Virginia ...'"""
1.0,759000705.txt,"""Read 33rd Canto of Ariosto - Livy - Horace & The Magnetick lady - S reads Aristophanes & Anarcharsis - & Hume's England aloud in the evening after our walk.'"""
1.0,761637210.txt,"""Read, by chance, looking for Botany, the entry of 12th June last year - the trials of the just and scourges of the Sinner! I seem to catch both, just now.'"""
1.0,1901353195.txt,"""The Woman Killed with Kindness is one of the most striking novels &mdash; not plays, though it's more of a play than anything else of his &mdash; I ever read.'"""
1.0,1664832226.txt,"""Dorothy Wordsworth's Grasmere Journal, Sunday 1 June 1800: ' ... a sweet mild morning.  Read Ballads; went to church.'"""
1.0,869026884.txt,"""Harriet Martineau, Journal, 24 September 1837: '[italics]Evening[end italics] Read [...] to my mother [...] my Sedgwick article, which she likes.'"""
1.0,1725236257.txt,"""Mr Sykes will not take any more of Cobbett's registers for the abuse heaped on Mr Canning and for the observations made on Mr Brougham's speech at Liverpool...'"""
1.0,15003025.txt,"""Monday 6 August 1923: 'We went over to Charleston yesterday [...] Clive was sitting in the drawing room window reading Dryden.'"""
1.0,593745240.txt,"""Byron to John Murray, 3 August 1814: 'I see advertisements of Lara & Jacqueline -- pray why? when I requested you to postpone publication till my return to town.'"""
1.0,642936684.txt,"""I have been reading aloud Beauvilliers book of Cookery. I find as I suspected that garlic is power; not in its despotic shape but exercised with the geatest discretion'."""
1.0,1625280045.txt,"""?I am reading Ruskin?s """"""""Stones of Venice""""""""with great pleasure. He can [italics] write [end italics] a few, can?t he?'"""
1.0,830141874.txt,"""Pontigny is not marked in the largest and best English atlas.  But I had the wit to look for it  in the 'Grand Larousse'.  """
1.0,1463142463.txt,"""By the way what awful trash Tennyson's serial poetry is just now. To think of the man who wrote the 'Lotus Eaters' 'St Simeon Stylites' et caetera.'"""
1.0,794361999.txt,"""I was at it till past 2 a-clock on Monday morning, and then read my vows and to bed'"""
1.0,1902334801.txt,"""What really [underlined] has [end underlining] harmed me here [as opposed to Violet Hunt's memoirs]- oddly enough -is Jessie's letter to the [underlined] Times [end underlining]'. """
1.0,1219803014.txt,"""The commanding officer, a timid, fragile man, gave me (as his way was) a pocket Testament bound in green suède, with coloured pictures. It went with me always, mainly unconsulted; it survives.'"""
1.0,186624419.txt,"""Got a large packet of letters by my cyclist orderly, including a charming little edition of the <i>Imitation of Christ</i> from Sonia.'"""
1.0,2126374616.txt,"""Horace Walpole to Mary Berry, 29 July 1790: 'I have most seriously been house-hunting for you.  I saw two bills on doors in Montpellier-row, but neither are furnished.'"""
1.0,326196689.txt,"""Translate Sxxxxxa [Spinoza] with Shelley - Read Lettres Cabalistiques - S. finishes the Leviathan of Hobbes. reads the Bible aloud'"""
1.0,866342641.txt,"""H. J. Jackson discusses Granville Sharp's """"""""tenacious, rigorous, and expansive"""""""" argumentative annotations in anonymous 1772 pro-slavery pamphlet (by """"""""a West Indian plantation owner named Estwick""""""""). """
1.0,1677431324.txt,"""Sent last night to WM a Basket... after that amused myself by reading in the Spectator the account of Sir Roger de Coverley, It really is an entertaining description of the old knight.'"""
1.0,1058170530.txt,"""On this journey [to the Western Pyrenees] he took Balzac's novels with him, especially delighting in Le pere Goriot and Eugenie Grandet.'"""
1.0,1591654261.txt,"""Mary Berry, Journal, 21 August 1814: 'I read """"""""Swift's Life"""""""" in the new edition of his works by Walter Scott.  It does not appear to me that there is much that is new.'"""
1.0,1300117783.txt,"""""""""""Abdication"""""""" arrived four of five days ago. How short the book is and how much you have managed to put into it. As you may imagine I read it at once.' """
1.0,1502895802.txt,"""This is the Journal book of misfortunes - Read Livy - A great many of the plays of Alfieri - S writes - he reads Oedipus Tyrannos to me'"""
1.0,1098089677.txt,"""W[ordsworth]'s translation of Horace's Ode to the Bandusian Fountain (Ode III xiii) appears in a manuscript dating from his time at Windy Brow in 1794.'"""
1.0,28124169.txt,"""At night fell to reading in the """"""""Church History"""""""" of Fullers, and perticularly Cranmers letter to Queen Elizabeth, which pleases me mightly for his zeal, obedience and boldness in a cause of reilgion.'"""
1.0,1832695346.txt,"""[ALLUSION]But my great point is a fear that you are one of those who are unjust to our old Tennyson's 'Duke of Wellington'."""
1.0,755533611.txt,"""Friday Feb. 11th. [...] Begin La Cisma de Ingalaterra de Calderon della Barca [...] In the Evening read [...] the second part of Paine's Rights of Man [goes on to comment on this].'"""
1.0,678196784.txt,"""When Mr [italics] Brush [end italics] departed, I read my dear Child's Letter' [she gives the text of the letter]"""
1.0,1808130929.txt,"""On 19 April 1809 S[ara] H[utchinson] wrote to Mary Monkhouse from Allan Bank, """"""""The nicest model of a churn I ever saw was in 'Barrow's account of the interior of Africa.'""""""""'"""
1.0,1314324722.txt,"""Man's Life being divided into five Acts like a Play - in the Sorberiana - what an Affinity it has to Shakespear's seven Ages of Man!'"""
1.0,32106622.txt,"""[Annotation]: Beside the printed words 'Just Publish'd', Peter Cunningham has added '(1744)' and [? - semi-legible - 'To  Night 6' followed by [legible] '& Night-Thoughts'."""
1.0,178591676.txt,"""the short stories she did know, from Downe days, were Richard Middleton's colection """"""""The Ghost Ship"""""""" and E.M. Forster's """"""""The Celestial Omnibus"""""""".'"""
1.0,758806225.txt,"""To tea at No 1 [squadron's mess] with Moore, v.good tea. Not to church all day — must go next week. Read in the evening.'"""
1.0,1502516431.txt,"""When in years to come, I read """"""""Dombey and Son"""""""", certain features of Mrs Pipchin did irresistibly remind me of my excellent past governess.'"""
1.0,1568891517.txt,"""Byron's Ravenna Journal (4 January-27 February 1821), 7 January 1821: 'Read the 4th. vol of W. Scott's second series of """"""""Tales of my Landlord"""""""".'"""
1.0,1596085103.txt,"""and after dinner, to get my wife and boy, one after another, to read to me - and so spent the afternoon and evening'"""
1.0,233294772.txt,"""And by and by to Sir W. Batten, and there he and I and J. Mennes and W. Penn did read and sign with great liking'"""
1.0,1272962840.txt,"""In the newspapers, which my sister sent out to me, I had read about the growing movement for women's suffrage.'"""
1.0,1116056160.txt,"""I've read """"""""Cruz Alta"""""""" four days ago. c'est tout simplement magnifique. I know most of the sketches, in fact nearly all, except """"""""Cruz Alta"""""""" itself.'"""
1.0,2065261348.txt,"""Charles Lamb copied ... [Mary Anne Lamb, Dialogue Between a Mother and Child] for D[orothy] W[ordsworth] in a letter of 2 June 1804.'"""
1.0,1390516796.txt,"""Leon Edel notes: """"""""In the weeks after his mother's death H[enry]J[ames] converted 'Daisy Miler' into a play, and before sailing read it to Mrs. [Isabella Stewart]Gardner."""""""" """
1.0,124435369.txt,"""Mary Berry, Journal, 26 February 1812: 'The morning at Devonshire House, where I found the Duke in his library with the Marquis Douglas and George Neville, who were looking over his beautiful books.'"""
1.0,1223577292.txt,"""had no time for Euclid but looked into Emerson's Mechanics for 1/4 hour as I wish to prepare myself a little for Dalton's lectures which are to begin on Wednesday."""
1.0,1512288905.txt,"""Jefferson reads Don Quixote - C. reads Gibbon - S. finishes the 17th canto of Orlando Furioso - Read Voltaire's Essay on Nations (203)'."""
1.0,2013740023.txt,"""...and back to Pauls churchyard, where I stayed reading in Fullers history of the Church of England an hour or two...'"""
1.0,983773724.txt,"""And what are their Biglands & their Barrows, their Macartneys & Mackenzies, to Capt. Pasley's Essay on the Military Police of the British Empire, & the Rejected Addresses?'"""
1.0,630145947.txt,"""I have begun DEMIGODS which is the provisional title of the Ney book and what with reading up for it and worrying over it I am fair moidert'."""
1.0,1109143300.txt,"""""""""""Hajji Baba"""""""" was more read than any other of [James Morier's] works. Sir Walter Scott was especially pleased with it, and remarked that """"""""Hajji Baba"""""""" might be termed the Oriental """"""""Gil Blas.""""""""'"""
1.0,2137794265.txt,"""Remenber me faithfully to your wife whose translation of """"""""Karenina"""""""" is splendid. Of the thing itself I think but little, so that her merit shines with the greater lustre.' """
1.0,1046835991.txt,"""""""""""By May 1909 ... [imprisoned suffragette] Miss Broughton [had] read the lives of great women reformers like Florence Nightingale and Miss Weston ..."""""""""""
1.0,767370779.txt,"""My Eldest Brother -  a warm admirer of it in general.  - Delighted with the Portsmouth scene.'"""
1.0,852256286.txt,"""Am reading """"""""Snow Upon the Desert"""""""", by Miss Macnaughten, rather a jolly tale. Very good concert party here tonight, from the Canadian Corps.'"""
1.0,1740794016.txt,"""I have been working all the morning at my second ?John Knox? proof, and got it pretty right, I fancy.'"""
1.0,441525121.txt,"""The Duke and Duchess [of Argyll] spent some days at Farringford [...] My father [...] read aloud his """"""""Boadicea,"""""""" which he had now quite finished.'"""
1.0,1492021090.txt,"""I am in Milton's prose works, Cromwell's life, George Fox's Wanderings &c day & night, when I have any leisure'."""
1.0,543656440.txt,"""Read Kipling's """"""""Diversities"""""""", Steevens' """"""""India"""""""", Wells """"""""War [?of the Worlds]"""""""" """"""""Dynamiter"""""""" and a little Graham Wallas and Metchnikhoff, but with fatigue and unease.'"""
1.0,1462648469.txt,"""Henry James to William Dean Howells, 9 January 1874, regarding first half of """"""""tale"""""""" (Eugene Pickering) being sent in separate cover: """"""""I have been reading it to my brother who pronounces it 'quite brilliant.'"""""""""""
1.0,507228093.txt,"""Read the First of Alison's """"""""Two Essays on the Nature and Principles of Taste"""""""".  Taste, he defines, That faculty by which we perceive and enjoy whatever is sublime and beautiful...'"""
1.0,110904148.txt,"""I took up the Economy of Human Life, and was much pleased with the simplicity, ease and elegance of its style. The Biographical Sketch of Dodsley is drawn with much beauty and taste."""
1.0,211652762.txt,"""[OWNERSHIP] The unbound 3 vol (not the bound 2 vol) Moliere might also be kept back from the sale; and de Musset's Comedies, and Hazlitt's Table Talk"""
1.0,2061686004.txt,"""And you never will persuade the people who don?t matter that the close of the 'Comet' is not profoundly immoral.'"""
1.0,1847835119.txt,"""Saturday March 13.  Read Cobbett, which is a strange book to read with one's head full of the ruins of Rome.'"""
1.0,646092278.txt,"""You should read Cle<ry's> account of the treatment of Louis 16th; it is <extremely> well written'. [words in <> obliterated by water]"""
1.0,38526840.txt,"""""""""""Besides wh. I have been looking at Hale's book 'Lowell & his friends'; wh. is not, I think, very much of a book but which told some things of interest to me."""""""""""
